"model_name","status","error_message","exitcode","elapsed_seconds","b_0_est","b_w_est","b_b_est","b_w_lower","b_w_upper","b_b_lower","b_b_upper","var_u0_est","var_e_est","final_psr_max_all","final_psr_max_core","final_psr_parameter_all","final_psr_parameter_core","final_psr_focal_bw","final_psr_focal_bb","min_ess_all","min_ess_core","min_ess_parameter_all","min_ess_parameter_core","ess_focal_bw","ess_focal_bb","sim_id","model_type"
"m4_sim_854","completed",NA,0,27.2412700653076,-0.6298,0.5171,0.537,0.479,0.5557,0.3366,0.747,1.161,0.7847,1.0239,1.0239,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0239,110.6034,110.6034,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8650.2173,110.6034,854,"4_blimp_lmc_noaux"
"m5_sim_854","completed",NA,0,83.5945081710815,-0.0724,0.4281,0.7115,0.3848,0.4745,0.4609,0.9263,1.4333,1.0393,1.0293,1.0293,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,22.757,22.757,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",797.8508,22.757,854,"5_blimp_omc_aux"
"m6_sim_854","completed",NA,0,121.268749952316,-0.021,0.389,0.681,0.3476,0.4313,0.4131,0.9559,1.4787,1.0041,1.0497,1.0463,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.intercept",1.0129,1.0421,49.9243,59.5346,"y_mar R2: Coefficients","y_mar ~ x_mar.mean[id2]",546.2922,59.5346,854,"6_blimp_rescue"
"m2_sim_855","completed",NA,0,47.7232670783997,-0.0423,0.4031,0.6185,0.3748,0.431,0.4142,0.8257,0.9037,1.0183,1.0253,1.0253,"y.intercept","y.intercept",1,1.0053,127.3182,127.3182,"y ~ x.mean[id2]","y ~ x.mean[id2]",9591.6806,127.3182,855,"2_blimp_complete"
"m4_sim_855","completed",NA,0,30.4116368293762,-0.5198,0.5017,0.4732,0.4665,0.5371,0.294,0.6597,0.727,0.8424,1.0145,1.0145,"y_mar.intercept","y_mar.intercept",1.0001,1.011,178.91,178.91,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9195.1629,178.91,855,"4_blimp_lmc_noaux"
"m5_sim_855","completed",NA,0,83.0443999767303,-0.0709,0.4147,0.713,0.3745,0.4557,0.5129,0.8962,0.9122,1.0649,1.0473,1.0473,"aux.intercept","aux.intercept",NA,NA,66.4021,66.4021,"aux ~ Intercept","aux ~ Intercept",877.7749,104.8879,855,"5_blimp_omc_aux"
"m6_sim_855","completed",NA,0,122.961477041245,-0.0135,0.3837,0.6557,0.3441,0.425,0.44,0.8687,0.9309,1.0381,1.0319,1.0319,"aux.intercept","aux.intercept",1.0034,1.0159,57.1697,57.1697,"aux ~ Intercept","aux ~ Intercept",588.6139,123.0329,855,"6_blimp_rescue"
"m2_sim_856","completed",NA,0,47.4740869998932,-0.0749,0.4209,0.6022,0.3931,0.448,0.3393,0.867,1.2781,1.0047,1.0509,1.0509,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0509,70.9189,70.9189,"y ~ x.mean[id2]","y ~ x.mean[id2]",8680.1489,70.9189,856,"2_blimp_complete"
"m4_sim_856","completed",NA,0,28.4039900302887,-0.6113,0.5556,0.4304,0.5206,0.5915,0.2041,0.6573,1.1638,0.7826,1.0122,1.0122,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0122,72.9651,72.9651,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9190.4355,72.9651,856,"4_blimp_lmc_noaux"
"m5_sim_856","completed",NA,0,93.3164689540863,-0.0812,0.4653,0.6469,0.4223,0.5094,0.3854,0.8268,1.3322,1.0473,1.0655,1.0655,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,42.5995,42.5995,"aux ~ Intercept","aux ~ Intercept",525.2319,70.39,856,"5_blimp_omc_aux"
"m6_sim_856","completed",NA,0,124.435739040375,-0.0612,0.43,0.5829,0.3891,0.4723,0.3487,0.857,1.3655,1.0187,1.0555,1.0427,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0089,1.0081,29.3742,30.3648,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",447.3716,85.2918,856,"6_blimp_rescue"
"m2_sim_857","completed",NA,0,47.315966129303,0.0782,0.3905,0.4381,0.3623,0.4189,0.2023,0.6628,1.2303,0.9975,1.0302,1.0302,"y.intercept","y.intercept",1,1.023,61.4482,61.4482,"y ~ x.mean[id2]","y ~ x.mean[id2]",9577.0951,61.4482,857,"2_blimp_complete"
"m4_sim_857","completed",NA,0,26.7972960472107,-0.5024,0.5367,0.3055,0.5002,0.5732,0.1188,0.4715,0.9976,0.7185,1.0243,1.0243,"y_mar.intercept","y_mar.intercept",1,1.0109,115.9271,115.9271,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9118.0811,115.9271,857,"4_blimp_lmc_noaux"
"m5_sim_857","completed",NA,0,79.7844481468201,0.0335,0.4311,0.4647,0.385,0.4761,0.2781,0.7008,1.1813,0.9888,1.0474,1.0474,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,24.4836,24.4836,"y_mar ~ Intercept","y_mar ~ Intercept",517.9769,57.3611,857,"5_blimp_omc_aux"
"m6_sim_857","completed",NA,0,112.28328204155,0.0641,0.3981,0.3865,0.3543,0.4431,0.1751,0.6025,1.1864,0.9626,1.0421,1.0401,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0053,1.0401,82.6177,85.5433,"aux ~ y_mar.mean[id2] (standardized)","aux ~ Intercept",420.4208,113.428,857,"6_blimp_rescue"
"m2_sim_858","completed",NA,0,47.2383260726929,0.0265,0.4075,0.5721,0.3805,0.4349,0.3813,0.7639,0.9245,0.99,1.026,1.026,"y.intercept","y.intercept",1.0002,1.023,106.2912,106.2912,"y ~ Intercept","y ~ Intercept",9585.2801,124.3592,858,"2_blimp_complete"
"m4_sim_858","completed",NA,0,29.4158430099487,-0.4656,0.5313,0.4769,0.4983,0.5648,0.3099,0.6544,0.7474,0.7686,1.0165,1.0165,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0165,166.1308,166.1308,"y_mar ~ Intercept","y_mar ~ Intercept",9252.5119,176.4051,858,"4_blimp_lmc_noaux"
"m5_sim_858","completed",NA,0,75.3594720363617,0.0047,0.4364,0.6768,0.3979,0.4751,0.4967,0.8558,0.915,1.0018,1.0326,1.0326,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,88.3873,88.3873,"aux ~ Intercept","aux ~ Intercept",822.1421,102.1161,858,"5_blimp_omc_aux"
"m6_sim_858","completed",NA,0,121.413110017776,0.0409,0.4043,0.6072,0.3664,0.4421,0.3959,0.7792,0.9307,0.9731,1.0335,1.0335,"aux.intercept","aux.intercept",1.0094,1.016,56.485,56.485,"y_mar ~ Intercept","y_mar ~ Intercept",586.629,111.9096,858,"6_blimp_rescue"
"m2_sim_859","completed",NA,0,47.3884110450745,0.0249,0.402,0.698,0.3755,0.429,0.5265,0.8595,1.0029,0.9418,1.0322,1.0322,"y.intercept","y.intercept",1,1.0196,121.246,121.246,"y ~ Intercept","y ~ Intercept",8912.1593,135.6415,859,"2_blimp_complete"
"m4_sim_859","completed",NA,0,28.0371930599213,-0.5342,0.5446,0.534,0.5099,0.5803,0.3688,0.6847,0.8015,0.7241,1.0232,1.0232,"y_mar.intercept","y_mar.intercept",1,1.0185,175.0688,175.0688,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9259.7214,175.0688,859,"4_blimp_lmc_noaux"
"m5_sim_859","completed",NA,0,75.3126640319824,-0.0119,0.4382,0.7158,0.3972,0.4802,0.565,0.8799,1.0058,0.9704,1.0285,1.0285,"y_mar.intercept","y_mar.intercept",NA,NA,31.8834,31.8834,"aux ~ Intercept","aux ~ Intercept",524.3753,85.5885,859,"5_blimp_omc_aux"
"m6_sim_859","completed",NA,0,119.082383871078,0.0336,0.401,0.6994,0.3622,0.4416,0.4992,0.9006,1.05,0.9375,1.0419,1.0419,"y_mar.intercept","y_mar.intercept",1.0064,1.0137,25.3495,25.6041,"y_mar R2: Coefficients","y_mar ~ x_mar.mean[id2]",258.2147,25.6041,859,"6_blimp_rescue"
"m2_sim_860","completed",NA,0,47.3996829986572,-0.1153,0.4038,0.8053,0.3757,0.4319,0.6226,0.9932,1.0328,1.0108,1.0228,1.0228,"y.intercept","y.intercept",0.9999,1.0085,104.7418,118.4129,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9511.9035,118.4129,860,"2_blimp_complete"
"m4_sim_860","completed",NA,0,28.2025971412659,-0.6919,0.5481,0.6222,0.5122,0.5839,0.4526,0.8002,0.8338,0.8287,1.0145,1.0145,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0145,139.7345,139.7345,"y_mar ~ Intercept","y_mar ~ Intercept",9170.4661,166.9834,860,"4_blimp_lmc_noaux"
"m5_sim_860","completed",NA,0,93.7393970489502,-0.1711,0.4515,0.8264,0.4086,0.4935,0.6486,0.984,1.0047,1.1065,1.0368,1.0368,"aux.intercept","aux.intercept",NA,NA,105.5806,105.731,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",963.9104,124.7872,860,"5_blimp_omc_aux"
"m6_sim_860","completed",NA,0,120.889316797256,-0.0881,0.4118,0.8393,0.3692,0.4544,0.6746,1.0393,1.0444,1.0736,1.0302,1.0302,"y_mar.intercept","y_mar.intercept",1.0048,1.0201,56.3374,56.3374,"aux ~ y_mar.mean[id2]","aux ~ y_mar.mean[id2]",229.0362,113.895,860,"6_blimp_rescue"
"m2_sim_861","completed",NA,0,47.8120851516724,-0.0417,0.4032,0.52,0.3754,0.4316,0.3099,0.7323,1.0483,0.9936,1.0335,1.0335,"y.intercept","y.intercept",1,1.0177,92.74,92.74,"y ~ Intercept","y ~ Intercept",9935.0929,96.799,861,"2_blimp_complete"
"m4_sim_861","completed",NA,0,27.0155680179596,-0.5331,0.5206,0.3278,0.4848,0.5564,0.1395,0.515,0.8525,0.8109,1.0271,1.0271,"y_mar.intercept","y_mar.intercept",1.0002,1.0237,113.3276,113.3276,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9051.6729,113.3276,861,"4_blimp_lmc_noaux"
"m5_sim_861","completed",NA,0,75.8587279319763,-0.0745,0.431,0.5903,0.39,0.4729,0.3824,0.7697,1.0463,1.0436,1.0258,1.0258,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,78.6672,78.6672,"aux ~ Intercept","aux ~ Intercept",627.9025,106.5339,861,"5_blimp_omc_aux"
"m6_sim_861","completed",NA,0,118.372081041336,-0.0448,0.3995,0.5069,0.3601,0.4403,0.2398,0.7124,1.0557,1.0166,1.04,1.034,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0087,1.0291,51.4975,76.5781,"y_mar R2: Coefficients","y_mar ~ x_mar.mean[id2]",474.8443,76.5781,861,"6_blimp_rescue"
"m2_sim_862","completed",NA,0,47.4874289035797,0.1608,0.3992,0.6046,0.3717,0.4268,0.4041,0.8107,0.8459,0.9765,1.0173,1.0173,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0173,34.9277,34.9277,"y ~ x.mean[id2]","y ~ x.mean[id2]",9887.0991,34.9277,862,"2_blimp_complete"
"m4_sim_862","completed",NA,0,27.5758218765259,-0.3835,0.5679,0.3335,0.5312,0.6035,0.1728,0.5085,0.7495,0.7449,1.0085,1.0085,"y_mar.intercept","y_mar.intercept",1.0001,1.0059,154.1936,154.1936,"y_mar ~ Intercept","y_mar ~ Intercept",9171.1915,228.9707,862,"4_blimp_lmc_noaux"
"m5_sim_862","completed",NA,0,76.1942758560181,0.1264,0.4606,0.6247,0.4186,0.5038,0.4521,0.8006,0.8266,1.0389,1.0352,1.0352,"y_mar.intercept","y_mar.intercept",NA,NA,82.2679,82.2679,"aux ~ x_mean_biased","aux ~ x_mean_biased",599.6037,116.9675,862,"5_blimp_omc_aux"
"m6_sim_862","completed",NA,0,118.981189012527,0.1647,0.4179,0.5565,0.3742,0.462,0.3551,0.7507,0.8578,1.0048,1.0229,1.0229,"aux.regressed on.x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0046,1.0123,46.9075,49.0574,"aux ~ x_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",361.7784,72.7051,862,"6_blimp_rescue"
"m2_sim_863","completed",NA,0,47.9738638401031,-0.0971,0.398,0.3807,0.3688,0.4271,0.1454,0.574,1.0441,1.0427,1.0244,1.0244,"y.intercept","y.intercept",0.9999,1.0231,87.5357,87.5357,"y ~ Intercept","y ~ Intercept",9845.7391,108.2321,863,"2_blimp_complete"
"m4_sim_863","completed",NA,0,26.9315690994263,-0.6065,0.555,0.2699,0.5193,0.5913,0.0755,0.4476,0.8714,0.7729,1.0099,1.0099,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",0.9999,1.0099,145.7266,145.7266,"y_mar ~ Intercept","y_mar ~ Intercept",9118.3138,185.2752,863,"4_blimp_lmc_noaux"
"m5_sim_863","completed",NA,0,76.6422901153564,-0.081,0.4438,0.4911,0.3994,0.49,0.2922,0.6813,1.0878,1.07,1.0327,1.0327,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,73.735,73.735,"aux ~ Intercept","aux ~ Intercept",484.3214,147.1795,863,"5_blimp_omc_aux"
"m6_sim_863","completed",NA,0,120.054191827774,-0.0935,0.4135,0.3878,0.3686,0.4576,0.1665,0.6127,1.0741,1.0452,1.0403,1.0403,"y_mar.intercept","y_mar.intercept",1.0064,1.0198,82.3943,90.9095,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",408.6567,90.9095,863,"6_blimp_rescue"
"m2_sim_864","completed",NA,0,47.6662991046906,0.0392,0.4042,0.553,0.3768,0.4316,0.3547,0.7556,1.1419,0.9787,1.0603,1.0603,"y.intercept","y.intercept",1.0001,1.0574,25.0723,25.0723,"y ~ Intercept","y ~ Intercept",9526.7795,74.7413,864,"2_blimp_complete"
"m4_sim_864","completed",NA,0,27.4986310005188,-0.4828,0.5444,0.3703,0.509,0.5781,0.1715,0.5646,1.0923,0.7709,1.0268,1.0268,"y_mar.intercept","y_mar.intercept",1,1.0127,111.1717,111.1717,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9244.0313,111.1717,864,"4_blimp_lmc_noaux"
"m5_sim_864","completed",NA,0,75.7741351127625,0.0591,0.4465,0.569,0.4051,0.4884,0.3939,0.7252,1.1445,1.0381,1.0627,1.0627,"aux.intercept","aux.intercept",NA,NA,28.8481,28.8481,"aux ~ x_mean_biased","aux ~ x_mean_biased",689.0898,57.2982,864,"5_blimp_omc_aux"
"m6_sim_864","completed",NA,0,119.153928995132,0.0736,0.4123,0.5179,0.3713,0.4554,0.2959,0.722,1.1614,1.0102,1.05,1.0446,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0187,1.0318,32.7289,49.0591,"aux ~ y_mar (standardized)","y_mar ~ x_mar.mean[id2]",185.6217,49.0591,864,"6_blimp_rescue"
"m2_sim_865","completed",NA,0,47.5462121963501,0.0742,0.3617,0.6808,0.3326,0.3893,0.4686,0.9193,1.188,1.023,1.0286,1.0282,"y.regressed on (standardized).x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0282,55.5038,55.5038,"y ~ Intercept","y ~ Intercept",9621.0922,69.4377,865,"2_blimp_complete"
"m4_sim_865","completed",NA,0,27.3407139778137,-0.4937,0.4886,0.4493,0.4519,0.5256,0.2711,0.64,0.9047,0.8423,1.0287,1.0287,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0287,164.0009,164.0009,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9194.0027,164.0009,865,"4_blimp_lmc_noaux"
"m5_sim_865","completed",NA,0,94.4716060161591,0.032,0.4003,0.736,0.3567,0.4443,0.5345,0.9237,1.0707,1.0899,1.0238,1.0238,"aux.intercept","aux.intercept",NA,NA,65.0596,65.0596,"aux ~ x_mean_biased","aux ~ x_mean_biased",769.7978,95.5445,865,"5_blimp_omc_aux"
"m6_sim_865","completed",NA,0,118.957797050476,0.0632,0.3585,0.678,0.317,0.3986,0.4378,0.9517,1.1007,1.0487,1.0376,1.0339,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0107,1.0207,49.094,55.5749,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",694.2383,100.9569,865,"6_blimp_rescue"
"m2_sim_866","completed",NA,0,46.7790501117706,-0.0577,0.3906,0.4795,0.3628,0.4182,0.2924,0.681,0.894,1.0044,1.0261,1.0261,"y.intercept","y.intercept",1.0001,1.0164,122.0067,122.0067,"y ~ x.mean[id2]","y ~ x.mean[id2]",8621.0765,122.0067,866,"2_blimp_complete"
"m4_sim_866","completed",NA,0,30.641655921936,-0.5141,0.531,0.2936,0.4969,0.5647,0.1114,0.4737,0.8139,0.8086,1.0054,1.0054,"y_mar.intercept","y_mar.intercept",1,1.005,151.0542,151.0542,"y_mar ~ Intercept","y_mar ~ Intercept",9172.7219,185.8491,866,"4_blimp_lmc_noaux"
"m5_sim_866","completed",NA,0,82.441782951355,-0.0608,0.4441,0.5274,0.403,0.4853,0.3425,0.7198,0.9581,1.0579,1.0724,1.0724,"aux.intercept","aux.intercept",NA,NA,35.0411,35.0411,"aux ~ x_mean_biased","aux ~ x_mean_biased",884.57,120.1355,866,"5_blimp_omc_aux"
"m6_sim_866","completed",NA,0,120.614816904068,-0.0726,0.4147,0.4587,0.3735,0.4558,0.2659,0.6445,0.9549,1.0356,1.0473,1.0473,"y_mar.intercept","y_mar.intercept",1.01,1.0349,79.7518,79.7518,"y_mar ~ Intercept","y_mar ~ Intercept",308.1071,120.6134,866,"6_blimp_rescue"
"m2_sim_867","completed",NA,0,46.3692901134491,-0.0078,0.3889,0.6652,0.3609,0.4163,0.4113,0.9116,1.0621,0.9867,1.0193,1.0193,"y.intercept","y.intercept",1.0003,1.0112,78.5559,78.5559,"y ~ x.mean[id2]","y ~ x.mean[id2]",9710.4666,78.5559,867,"2_blimp_complete"
"m4_sim_867","completed",NA,0,26.5773029327393,-0.6121,0.5389,0.5295,0.5019,0.576,0.3314,0.7122,0.8448,0.7435,1.0086,1.0086,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0086,191.0792,191.0792,"y_mar ~ Intercept","y_mar ~ Intercept",9195.674,194.5053,867,"4_blimp_lmc_noaux"
"m5_sim_867","completed",NA,0,92.5416300296783,-0.1564,0.4321,0.7804,0.3884,0.4759,0.5783,0.9668,1.0491,0.9904,1.0217,1.0217,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,28.993,29.3088,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",661.2456,86.461,867,"5_blimp_omc_aux"
"m6_sim_867","completed",NA,0,119.702980995178,-0.0586,0.3996,0.7662,0.3556,0.4437,0.5448,1.0043,1.1069,0.9675,1.0411,1.0411,"aux.intercept","aux.intercept",1.009,1.0289,45.4028,55.8069,"aux ~ y_mar (standardized)","y_mar ~ x_mar.mean[id2]",240.2568,55.8069,867,"6_blimp_rescue"
"m2_sim_868","completed",NA,0,46.9937398433685,-0.0244,0.3873,0.5647,0.3597,0.4146,0.3498,0.7693,0.9591,1.0038,1.0274,1.0274,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0274,106.1258,106.1258,"y ~ x.mean[id2]","y ~ x.mean[id2]",9687.6669,106.1258,868,"2_blimp_complete"
"m4_sim_868","completed",NA,0,28.4725439548492,-0.5603,0.5331,0.4047,0.4984,0.5682,0.2174,0.5926,0.7997,0.7708,1.0117,1.0117,"y_mar.intercept","y_mar.intercept",1,1.0052,137.8064,137.8064,"y_mar ~ Intercept","y_mar ~ Intercept",9305.8672,186.4992,868,"4_blimp_lmc_noaux"
"m5_sim_868","completed",NA,0,87.2770450115204,-0.0769,0.4176,0.6551,0.3741,0.4621,0.4284,0.8428,0.9569,1.0493,1.0301,1.0301,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,70.608,70.608,"aux ~ x_mean_biased","aux ~ x_mean_biased",554.7781,116.5977,868,"5_blimp_omc_aux"
"m6_sim_868","completed",NA,0,120.057784080505,-0.0104,0.3826,0.5752,0.3406,0.4256,0.3508,0.7842,0.9909,1.0175,1.0296,1.0296,"y_mar.intercept","y_mar.intercept",1.0071,1.0193,28.3714,28.3714,"aux ~ Intercept","aux ~ Intercept",142.5836,88.9368,868,"6_blimp_rescue"
"m2_sim_869","completed",NA,0,47.8200919628143,-0.0223,0.4384,0.5352,0.4097,0.4667,0.2903,0.7631,0.8454,1.0051,1.0114,1.0114,"y.intercept","y.intercept",1.0001,1.0023,94.949,94.949,"y ~ Intercept","y ~ Intercept",8914.2494,110.757,869,"2_blimp_complete"
"m4_sim_869","completed",NA,0,28.6439609527588,-0.5331,0.5414,0.3993,0.5082,0.5752,0.2349,0.579,0.7001,0.7463,1.0133,1.0133,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0133,165.5172,165.5172,"y_mar ~ Intercept","y_mar ~ Intercept",8818.8,200.8058,869,"4_blimp_lmc_noaux"
"m5_sim_869","completed",NA,0,82.0224452018738,-0.0551,0.4468,0.6705,0.4036,0.4885,0.4695,0.8429,0.8761,1.0069,1.0505,1.0505,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,77.5582,77.5582,"aux ~ Intercept","aux ~ Intercept",598.7721,122.9712,869,"5_blimp_omc_aux"
"m6_sim_869","completed",NA,0,124.924221038818,-0.0103,0.4163,0.5746,0.3751,0.457,0.3524,0.8172,0.8966,0.984,1.0604,1.0604,"aux.intercept","aux.intercept",1.0108,1.052,26.6098,26.6098,"y_mar ~ Intercept","y_mar ~ Intercept",185.2979,83.9874,869,"6_blimp_rescue"
"m2_sim_870","completed",NA,0,48.026556968689,2e-04,0.3869,0.5546,0.3583,0.4149,0.3917,0.7548,0.8522,0.9722,1.0089,1.0089,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0003,1.0089,138.6511,138.6511,"y ~ x.mean[id2]","y ~ x.mean[id2]",9625.251,138.6511,870,"2_blimp_complete"
"m4_sim_870","completed",NA,0,27.8344299793243,-0.4965,0.5127,0.3735,0.477,0.5483,0.2247,0.5341,0.7009,0.756,1.0119,1.0119,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0119,144.1351,144.1351,"y_mar ~ Intercept","y_mar ~ Intercept",8912.7535,197.4841,870,"4_blimp_lmc_noaux"
"m5_sim_870","completed",NA,0,82.5246798992157,-0.0284,0.4103,0.5817,0.369,0.4534,0.4129,0.7347,0.8392,0.9945,1.0407,1.0407,"aux.intercept","aux.intercept",NA,NA,86.2145,86.2145,"y_mar ~ Intercept","y_mar ~ Intercept",702.2721,111.6231,870,"5_blimp_omc_aux"
"m6_sim_870","completed",NA,0,120.702580928802,0.0145,0.3831,0.5184,0.3424,0.4233,0.348,0.7045,0.8445,0.9695,1.0298,1.0264,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0112,1.0256,73.0515,80.4118,"aux ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",460.8252,80.4118,870,"6_blimp_rescue"
"m2_sim_871","completed",NA,0,47.4084630012512,0.01,0.4103,0.4892,0.3827,0.4375,0.2576,0.7315,1.0295,0.9697,1.024,1.024,"y.intercept","y.intercept",1.0003,1.014,44.189,44.189,"y ~ x.mean[id2]","y ~ x.mean[id2]",9357.6584,44.189,871,"2_blimp_complete"
"m4_sim_871","completed",NA,0,26.5121078491211,-0.5465,0.5626,0.4485,0.5277,0.5987,0.2471,0.6406,0.8336,0.7579,1.0165,1.0165,"y_mar.intercept","y_mar.intercept",1.0002,1.0058,169.4823,169.4823,"y_mar ~ Intercept","y_mar ~ Intercept",9023.8842,200.8286,871,"4_blimp_lmc_noaux"
"m5_sim_871","completed",NA,0,79.6621768474579,-0.0235,0.4722,0.6413,0.4296,0.5166,0.4138,0.8907,1.0566,1.0256,1.0226,1.0226,"aux.intercept","aux.intercept",NA,NA,48.6253,49.6269,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",511.4127,81.8822,871,"5_blimp_omc_aux"
"m6_sim_871","completed",NA,0,120.481414079666,0.0092,0.4358,0.5137,0.3934,0.4801,0.2846,0.7734,1.0583,0.9988,1.0501,1.0456,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0088,1.0456,85.0748,85.6819,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",263.0654,85.6819,871,"6_blimp_rescue"
"m2_sim_872","completed",NA,0,47.6520290374756,0.1328,0.421,0.5035,0.3928,0.4498,0.3183,0.7,1.0297,1.0078,1.0332,1.0332,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0003,1.0332,114.4406,114.4406,"y ~ Intercept","y ~ Intercept",9739.3546,117.5155,872,"2_blimp_complete"
"m4_sim_872","completed",NA,0,28.8081040382385,-0.3781,0.5597,0.4504,0.525,0.5935,0.2522,0.6208,0.8419,0.7975,1.0265,1.0265,"y_mar.intercept","y_mar.intercept",1.0001,1.0117,137.7995,137.7995,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9305.0864,137.7995,872,"4_blimp_lmc_noaux"
"m5_sim_872","completed",NA,0,81.8047311306,0.1133,0.4651,0.6462,0.4234,0.5063,0.4633,0.8556,1.0915,1.0609,1.0442,1.0442,"aux.intercept","aux.intercept",NA,NA,59.4786,59.5712,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",770.2007,68.6596,872,"5_blimp_omc_aux"
"m6_sim_872","completed",NA,0,120.900356054306,0.1331,0.4315,0.5613,0.3912,0.4714,0.3414,0.7657,1.095,1.0352,1.0798,1.0786,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0059,1.0289,51.8791,51.8791,"aux ~ Intercept","aux ~ Intercept",294.7201,60.0754,872,"6_blimp_rescue"
"m2_sim_873","completed",NA,0,47.4131700992584,0.1108,0.3773,0.5241,0.3499,0.4047,0.311,0.7351,1.008,0.9605,1.0432,1.0432,"y.intercept","y.intercept",0.9999,1.0254,55.1082,56.5751,"y R2: Coefficients","y ~ x.mean[id2]",9523.9858,56.5751,873,"2_blimp_complete"
"m4_sim_873","completed",NA,0,27.3765568733215,-0.3698,0.5161,0.3469,0.4807,0.5511,0.1756,0.5271,0.8115,0.7297,1.0143,1.0143,"y_mar.intercept","y_mar.intercept",1.0001,1.0069,141.4518,141.4518,"y_mar ~ Intercept","y_mar ~ Intercept",8941.2622,167.5292,873,"4_blimp_lmc_noaux"
