"model_name","status","error_message","exitcode","elapsed_seconds","b_0_est","b_w_est","b_b_est","b_w_lower","b_w_upper","b_b_lower","b_b_upper","var_u0_est","var_e_est","final_psr_max_all","final_psr_max_core","final_psr_parameter_all","final_psr_parameter_core","final_psr_focal_bw","final_psr_focal_bb","min_ess_all","min_ess_core","min_ess_parameter_all","min_ess_parameter_core","ess_focal_bw","ess_focal_bb","sim_id","model_type"
"m6_sim_561","completed",NA,0,119.48552107811,0.0659,0.4025,0.685,0.3591,0.4471,0.4996,0.855,0.7887,1.0634,1.0929,1.0909,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0069,1.0336,69.3827,70.9963,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",308.1663,140.361,561,"6_blimp_rescue"
"m2_sim_562","completed",NA,0,46.9676518440247,-0.061,0.3777,0.5474,0.3498,0.4056,0.3512,0.7255,1.1974,1.0043,1.0412,1.0412,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",0.9999,1.0412,93.3931,95.4302,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9244.0003,95.4302,562,"2_blimp_complete"
"m4_sim_562","completed",NA,0,27.0054850578308,-0.636,0.5208,0.4006,0.4863,0.555,0.2462,0.5448,0.9244,0.7654,1.0157,1.0157,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0157,81.2767,81.2767,"y_mar ~ Intercept","y_mar ~ Intercept",8479.1799,182.6389,562,"4_blimp_lmc_noaux"
"m5_sim_562","completed",NA,0,77.3003389835358,-0.1339,0.4155,0.6029,0.3728,0.4578,0.4304,0.7668,1.164,1.049,1.0594,1.0594,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,79.0845,81.0167,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",518.4476,85.4088,562,"5_blimp_omc_aux"
"m6_sim_562","completed",NA,0,119.862133026123,-0.118,0.368,0.512,0.3277,0.4098,0.2971,0.6891,1.1817,1.002,1.0654,1.0654,"y_mar.intercept","y_mar.intercept",1.0039,1.0614,56.1387,56.1387,"aux ~ Intercept","aux ~ Intercept",417.4749,97.1087,562,"6_blimp_rescue"
"m2_sim_563","completed",NA,0,46.5003561973572,-0.0489,0.3911,0.6438,0.3627,0.4201,0.4552,0.9032,1.0571,1.053,1.0314,1.0314,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0314,63.757,63.757,"y ~ x.mean[id2]","y ~ x.mean[id2]",8978.928,63.757,563,"2_blimp_complete"
"m4_sim_563","completed",NA,0,29.6424570083618,-0.5958,0.5165,0.5361,0.4815,0.5515,0.3582,0.7119,0.8259,0.8481,1.0263,1.0263,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0263,170.7831,170.7831,"y_mar ~ Intercept","y_mar ~ Intercept",9508.9379,217.1668,563,"4_blimp_lmc_noaux"
"m5_sim_563","completed",NA,0,91.9814691543579,-0.074,0.4121,0.7672,0.3689,0.4552,0.5821,0.9855,1.0519,1.1382,1.043,1.043,"aux.intercept","aux.intercept",NA,NA,50.0387,50.0387,"aux ~ x_mean_biased","aux ~ x_mean_biased",736.2434,111.3344,563,"5_blimp_omc_aux"
"m6_sim_563","completed",NA,0,116.397981882095,0.0163,0.3785,0.7105,0.3377,0.4211,0.4788,0.9445,1.0882,1.1094,1.0432,1.0432,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0037,1.0432,33.4386,35.4644,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",312.0527,90.2309,563,"6_blimp_rescue"
"m2_sim_564","completed",NA,0,53.8619289398193,0.0421,0.3908,0.4548,0.3631,0.4186,0.2589,0.6767,1.2458,0.9926,1.0429,1.0429,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",0.9999,1.0429,24.0715,24.0715,"y ~ x.mean[id2]","y ~ x.mean[id2]",9590.0985,24.0715,564,"2_blimp_complete"
"m4_sim_564","completed",NA,0,36.5333762168884,-0.4987,0.5025,0.3661,0.468,0.5377,0.1965,0.5513,0.9206,0.7907,1.0097,1.0097,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0097,132.0969,132.0969,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9055.361,132.0969,564,"4_blimp_lmc_noaux"
"m5_sim_564","completed",NA,0,99.0144879817963,0.0408,0.4111,0.5655,0.3689,0.4535,0.3775,0.7426,1.2318,1.0267,1.0369,1.0369,"y_mar.intercept","y_mar.intercept",NA,NA,56.5763,56.6486,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",765.9174,133.699,564,"5_blimp_omc_aux"
"m6_sim_564","completed",NA,0,135.997067928314,8e-04,0.3761,0.4439,0.3359,0.4176,0.2023,0.6803,1.239,0.9961,1.0542,1.0533,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0058,1.0533,44.5315,44.5315,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",290.4815,44.5315,564,"6_blimp_rescue"
"m2_sim_565","completed",NA,0,51.4201159477234,0.0812,0.4119,0.5896,0.3834,0.4401,0.4261,0.7611,0.9188,1.0047,1.0202,1.0202,"y.intercept","y.intercept",1,1.0126,32.6316,32.6316,"y ~ Intercept","y ~ Intercept",9560.2313,109.8411,565,"2_blimp_complete"
"m4_sim_565","completed",NA,0,33.0904040336609,-0.4489,0.5521,0.3977,0.5167,0.5883,0.2494,0.5373,0.7395,0.7922,1.0122,1.0122,"y_mar.intercept","y_mar.intercept",1,1.0101,177.8428,177.8428,"y_mar ~ Intercept","y_mar ~ Intercept",9339.1774,288.877,565,"4_blimp_lmc_noaux"
"m5_sim_565","completed",NA,0,91.3391571044922,0.0555,0.4409,0.626,0.3976,0.4879,0.4747,0.7707,0.874,1.0795,1.0341,1.0341,"aux.intercept","aux.intercept",NA,NA,83.8202,83.8202,"aux ~ x_mean_biased","aux ~ x_mean_biased",394.9749,140.9216,565,"5_blimp_omc_aux"
"m6_sim_565","completed",NA,0,128.904489994049,0.0942,0.4099,0.5962,0.3684,0.4548,0.4086,0.7687,0.9012,1.0506,1.0424,1.0394,"aux.regressed on (standardized).y_mar","y_mar.intercept",1.0127,1.0079,89.8403,97.2717,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",182.7049,104.6415,565,"6_blimp_rescue"
"m2_sim_566","completed",NA,0,51.1556310653687,-0.0953,0.4178,0.553,0.3908,0.4451,0.3515,0.7583,1.079,0.9858,1.0121,1.0121,"y.intercept","y.intercept",1.0003,1.0085,104.9561,104.9561,"y ~ x.mean[id2]","y ~ x.mean[id2]",9206.0858,104.9561,566,"2_blimp_complete"
"m4_sim_566","completed",NA,0,32.4699540138245,-0.5675,0.5451,0.3803,0.5102,0.5799,0.2212,0.5528,0.931,0.8014,1.0122,1.0122,"y_mar.intercept","y_mar.intercept",1,1.01,138.7738,138.7738,"y_mar ~ Intercept","y_mar ~ Intercept",9213.0927,170.2036,566,"4_blimp_lmc_noaux"
"m5_sim_566","completed",NA,0,89.4273109436035,-0.0982,0.4699,0.6425,0.4276,0.5132,0.4718,0.8211,1.1197,1.0485,1.0286,1.0286,"aux.intercept","aux.intercept",NA,NA,48.461,48.461,"aux ~ Intercept","aux ~ Intercept",655.9396,80.8977,566,"5_blimp_omc_aux"
"m6_sim_566","completed",NA,0,128.863430023193,-0.0546,0.4352,0.593,0.394,0.4784,0.3882,0.8087,1.1583,1.0281,1.0445,1.042,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0047,1.0417,46.2793,46.2793,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",395.9122,46.2793,566,"6_blimp_rescue"
"m2_sim_567","completed",NA,0,49.9735119342804,-0.0471,0.3863,0.7734,0.3589,0.4145,0.5713,0.9899,0.9311,0.9669,1.0215,1.0215,"y.intercept","y.intercept",0.9999,1.0077,60.6788,60.6788,"y ~ Intercept","y ~ Intercept",9386.1001,96.9528,567,"2_blimp_complete"
"m4_sim_567","completed",NA,0,31.7137920856476,-0.5931,0.4897,0.4676,0.4539,0.5251,0.293,0.637,0.7756,0.788,1.0227,1.0227,"y_mar.intercept","y_mar.intercept",1.0002,1.0084,160.579,160.579,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8766.4443,160.579,567,"4_blimp_lmc_noaux"
"m5_sim_567","completed",NA,0,85.9785840511322,-0.1144,0.4076,0.7583,0.3667,0.4488,0.602,0.939,0.9029,1.0127,1.0239,1.0239,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,63.6031,63.6031,"aux ~ Intercept","aux ~ Intercept",941.6807,132.3144,567,"5_blimp_omc_aux"
"m6_sim_567","completed",NA,0,129.973261833191,-0.0436,0.3653,0.7477,0.3261,0.4057,0.538,0.9633,0.9484,0.9755,1.034,1.0329,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0048,1.0205,25.2896,25.2896,"aux ~ Intercept","aux ~ Intercept",495.3557,71.4201,567,"6_blimp_rescue"
"m2_sim_568","completed",NA,0,50.8194358348846,-0.0564,0.3976,0.4837,0.3689,0.4254,0.2193,0.7158,0.9812,0.9928,1.0115,1.0115,"y.intercept","y.intercept",1.0001,1.0082,83.9116,83.9116,"y ~ x.mean[id2]","y ~ x.mean[id2]",9133.5104,83.9116,568,"2_blimp_complete"
"m4_sim_568","completed",NA,0,31.4122798442841,-0.5171,0.5568,0.3098,0.5212,0.5929,0.062,0.5141,0.8794,0.751,1.0259,1.0259,"y_mar.intercept","y_mar.intercept",1.0002,1.006,102.0215,102.0215,"y_mar ~ Intercept","y_mar ~ Intercept",9223.8082,133.6771,568,"4_blimp_lmc_noaux"
"m5_sim_568","completed",NA,0,91.4587240219116,-0.062,0.4448,0.5351,0.4013,0.4893,0.3289,0.749,0.9702,1.037,1.0602,1.0602,"aux.intercept","aux.intercept",NA,NA,78.1579,78.1579,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",413.7967,78.1579,568,"5_blimp_omc_aux"
"m6_sim_568","completed",NA,0,130.055939912796,-0.0461,0.4085,0.4652,0.3668,0.4505,0.2366,0.7111,0.9725,1.0061,1.0706,1.0692,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0105,1.0124,28.2049,28.2049,"aux ~ Intercept","aux ~ Intercept",382.2679,95.0256,568,"6_blimp_rescue"
"m2_sim_569","completed",NA,0,50.7317171096802,0.0954,0.4132,0.6132,0.3849,0.4418,0.3792,0.8508,1.2497,1.0108,1.0347,1.0347,"y.intercept","y.intercept",1,1.0158,97.7102,97.7102,"y ~ x.mean[id2]","y ~ x.mean[id2]",9958.1032,97.7102,569,"2_blimp_complete"
"m4_sim_569","completed",NA,0,30.9168510437012,-0.4971,0.543,0.5145,0.5065,0.5797,0.318,0.7236,1.0218,0.8106,1.0199,1.0199,"y_mar.intercept","y_mar.intercept",1,1.0142,118.7149,118.7149,"y_mar ~ Intercept","y_mar ~ Intercept",8915.5511,143.7339,569,"4_blimp_lmc_noaux"
"m5_sim_569","completed",NA,0,84.6449279785156,0.1086,0.4429,0.7227,0.3983,0.4891,0.5359,0.9113,1.2526,1.1018,1.0249,1.0249,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,55.8881,55.8881,"aux ~ x_mean_biased","aux ~ x_mean_biased",557.5985,116.0025,569,"5_blimp_omc_aux"
"m6_sim_569","completed",NA,0,128.079618930817,0.129,0.4027,0.6889,0.3586,0.4479,0.4609,0.9111,1.2838,1.0652,1.0415,1.0376,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0172,1.0376,53.9008,53.9008,"aux ~ Intercept","aux ~ Intercept",237.6729,106.3558,569,"6_blimp_rescue"
"m2_sim_570","completed",NA,0,50.6432149410248,-0.0943,0.3983,0.5426,0.3706,0.425,0.368,0.7167,0.8335,0.9563,1.0247,1.0247,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0247,123.012,123.012,"y ~ x.mean[id2]","y ~ x.mean[id2]",9573.12,123.012,570,"2_blimp_complete"
"m4_sim_570","completed",NA,0,32.7253589630127,-0.5627,0.5215,0.4302,0.4876,0.5552,0.2801,0.5689,0.6568,0.7565,1.0257,1.0257,"y_mar.intercept","y_mar.intercept",1.0001,1.0105,208.4374,208.4374,"y_mar ~ Intercept","y_mar ~ Intercept",9383.2122,246.166,570,"4_blimp_lmc_noaux"
"m5_sim_570","completed",NA,0,84.1769089698792,-0.0878,0.4254,0.6198,0.3859,0.4657,0.455,0.7818,0.84,0.9923,1.0133,1.0133,"y_mar.intercept","y_mar.intercept",NA,NA,35.318,35.3661,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",919.1275,131.8723,570,"5_blimp_omc_aux"
"m6_sim_570","completed",NA,0,126.997040987015,-0.082,0.3905,0.5411,0.3511,0.43,0.3745,0.7271,0.8402,0.9622,1.0457,1.0457,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0041,1.0457,64.0442,64.0442,"aux ~ Intercept","aux ~ Intercept",419.7683,83.7742,570,"6_blimp_rescue"
"m2_sim_571","completed",NA,0,49.6482291221619,-0.0948,0.4034,0.5604,0.3768,0.4302,0.3222,0.7833,1.3484,0.9851,1.0337,1.0337,"y.intercept","y.intercept",1.0001,1.024,43.6965,43.6965,"y ~ Intercept","y ~ Intercept",9085.3532,81.8635,571,"2_blimp_complete"
"m4_sim_571","completed",NA,0,32.4011089801788,-0.5614,0.5269,0.4588,0.4929,0.5606,0.2603,0.6605,1.0838,0.8046,1.0161,1.0161,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0161,70.9348,70.9348,"y_mar ~ Intercept","y_mar ~ Intercept",9319.4442,124.8571,571,"4_blimp_lmc_noaux"
"m5_sim_571","completed",NA,0,99.7918422222137,-0.1044,0.4465,0.6886,0.4072,0.4871,0.504,0.864,1.369,1.0314,1.0455,1.0455,"y_mar.intercept","y_mar.intercept",NA,NA,32.1443,32.1443,"aux ~ Intercept","aux ~ Intercept",1011.73,88.4934,571,"5_blimp_omc_aux"
"m6_sim_571","completed",NA,0,128.482998847961,-0.0206,0.4105,0.6297,0.3707,0.4492,0.4005,0.8408,1.4125,1.0039,1.0496,1.0496,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0035,1.0496,41.8845,68.1075,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ Intercept",585.9012,68.5509,571,"6_blimp_rescue"
"m2_sim_572","completed",NA,0,50.6758439540863,-0.0356,0.3882,0.7108,0.3595,0.4162,0.4943,0.9264,1.0265,1.0077,1.0286,1.0286,"y.intercept","y.intercept",1.0001,1.0149,103.033,103.033,"y ~ x.mean[id2]","y ~ x.mean[id2]",9641.5739,103.033,572,"2_blimp_complete"
"m4_sim_572","completed",NA,0,29.0072200298309,-0.6162,0.54,0.514,0.5033,0.5765,0.3485,0.7016,0.8789,0.7778,1.0173,1.0173,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0173,111.3777,111.3777,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8286.6434,111.3777,572,"4_blimp_lmc_noaux"
"m5_sim_572","completed",NA,0,85.3288400173187,-0.1095,0.4441,0.7807,0.3988,0.4889,0.6018,0.9631,0.9768,1.0683,1.037,1.037,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,39.0585,39.0585,"aux ~ x_mean_biased","aux ~ x_mean_biased",639.7598,123.112,572,"5_blimp_omc_aux"
"m6_sim_572","completed",NA,0,128.311969041824,-0.019,0.3944,0.7829,0.3495,0.4381,0.5614,1.0289,1.0203,1.0294,1.0319,1.0319,"aux.regressed on.x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0053,1.0244,59.449,62.5038,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",205.8602,81.2557,572,"6_blimp_rescue"
"m2_sim_573","completed",NA,0,51.1217291355133,-0.1078,0.3838,0.6011,0.3559,0.412,0.4216,0.7932,0.9052,1.0218,1.0204,1.0204,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0204,148.441,148.441,"y ~ x.mean[id2]","y ~ x.mean[id2]",9345.0009,148.441,573,"2_blimp_complete"
"m4_sim_573","completed",NA,0,29.2083880901337,-0.6509,0.5158,0.4086,0.4788,0.5525,0.2467,0.5611,0.6922,0.8117,1.0187,1.0187,"y_mar.intercept","y_mar.intercept",1.0001,1.0124,131.3381,131.3381,"y_mar ~ Intercept","y_mar ~ Intercept",8558.0801,191.5258,573,"4_blimp_lmc_noaux"
"m5_sim_573","completed",NA,0,84.001314163208,-0.1599,0.4351,0.6435,0.3903,0.4804,0.4532,0.8208,0.8836,1.0551,1.0394,1.0394,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,107.7703,107.7703,"aux ~ Intercept","aux ~ Intercept",637.8105,109.7287,573,"5_blimp_omc_aux"
"m6_sim_573","completed",NA,0,126.632488965988,-0.1135,0.3899,0.5859,0.3471,0.4353,0.3873,0.763,0.8941,1.0194,1.0256,1.0196,"aux.regressed on (standardized).y_mar","aux.regressed on.x_mar.mean[id2]",1.0089,1.0111,73.5869,74.5013,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",290.5934,119.8682,573,"6_blimp_rescue"
"m2_sim_574","completed",NA,0,49.8928480148315,0.1017,0.3683,0.727,0.3404,0.396,0.5554,0.9174,0.8394,0.9812,1.0324,1.0324,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",0.9999,1.0324,65.8579,65.8579,"y ~ x.mean[id2]","y ~ x.mean[id2]",9586.8266,65.8579,574,"2_blimp_complete"
"m4_sim_574","completed",NA,0,30.7104618549347,-0.4612,0.4801,0.4315,0.4453,0.5146,0.2555,0.605,0.6725,0.7732,1.0098,1.0098,"y_mar.intercept","y_mar.intercept",0.9999,1.0034,165.4477,165.4477,"y_mar ~ Intercept","y_mar ~ Intercept",9043.2099,199.8769,574,"4_blimp_lmc_noaux"
"m5_sim_574","completed",NA,0,99.7426309585571,0.0239,0.3818,0.6948,0.3412,0.4234,0.5458,0.8774,0.7991,1.0054,1.0376,1.0376,"y_mar.intercept","y_mar.intercept",NA,NA,79.6147,79.6147,"y_mar ~ Intercept","y_mar ~ Intercept",977.9631,120.0032,574,"5_blimp_omc_aux"
"m6_sim_574","completed",NA,0,125.506787776947,0.0798,0.3474,0.6654,0.3083,0.3872,0.4833,0.857,0.8118,0.9735,1.0474,1.0368,"aux.r2: coefficients","x_mar.level-2 residual variance",1.0072,1.0341,29.6971,63.3038,"aux ~ y_mar (standardized)","y_mar ~ Intercept",477.9706,103.1243,574,"6_blimp_rescue"
"m2_sim_575","completed",NA,0,51.2930319309235,-0.0454,0.4207,0.5328,0.3927,0.449,0.3197,0.7269,1.052,0.9939,1.0264,1.0264,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0264,80.6499,80.6499,"y ~ Intercept","y ~ Intercept",9264.8333,100.5367,575,"2_blimp_complete"
"m4_sim_575","completed",NA,0,28.1219439506531,-0.5844,0.5621,0.3915,0.5275,0.5976,0.2062,0.5934,0.7656,0.7522,1.0188,1.0188,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0188,130.1126,130.1126,"y_mar ~ Intercept","y_mar ~ Intercept",9239.7974,132.5013,575,"4_blimp_lmc_noaux"
"m5_sim_575","completed",NA,0,94.1390790939331,-0.0739,0.4635,0.664,0.4197,0.5074,0.4641,0.8355,1.0173,1.0174,1.0313,1.0313,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,68.4875,68.4875,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",636.1971,68.4875,575,"5_blimp_omc_aux"
"m6_sim_575","completed",NA,0,126.592157125473,-0.0192,0.4277,0.5883,0.3858,0.4702,0.3894,0.7916,1.0374,0.9894,1.0297,1.028,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0027,1.0088,77.3139,79.1484,"aux ~ y_mar.mean[id2] (standardized)","aux ~ Intercept",132.3097,90.1701,575,"6_blimp_rescue"
"m2_sim_576","completed",NA,0,50.4918549060822,0.0536,0.3819,0.7642,0.3531,0.4106,0.6033,0.9364,0.8196,1.0191,1.0232,1.0232,"y.intercept","y.intercept",1.0001,1.0172,90.8951,90.8951,"y ~ Intercept","y ~ Intercept",9498.0163,135.1522,576,"2_blimp_complete"
"m4_sim_576","completed",NA,0,30.7399160861969,-0.5496,0.5131,0.556,0.478,0.549,0.4095,0.6924,0.682,0.7842,1.0164,1.0164,"y_mar.intercept","y_mar.intercept",1,1.0089,164.5529,164.5529,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9101.3466,164.5529,576,"4_blimp_lmc_noaux"
"m5_sim_576","completed",NA,0,86.9574902057648,-0.0385,0.4296,0.7948,0.3854,0.4741,0.6537,0.9415,0.7948,1.0507,1.0347,1.0347,"aux.intercept","aux.intercept",NA,NA,77.909,77.909,"y_mar ~ x_mean_biased","y_mar ~ x_mean_biased",593.7024,77.909,576,"5_blimp_omc_aux"
"m6_sim_576","completed",NA,0,130.184103965759,0.0592,0.3855,0.7834,0.3434,0.4261,0.6038,0.9646,0.8296,1.015,1.0254,1.0254,"aux.intercept","aux.intercept",1.0093,1.015,88.113,91.1634,"aux ~ y_mar (standardized)","aux ~ x_mar.mean[id2]",269.2227,94.4976,576,"6_blimp_rescue"
"m2_sim_577","completed",NA,0,48.6475961208344,0.0236,0.3948,0.5707,0.3668,0.4229,0.3717,0.7812,1.0973,0.9942,1.0167,1.0167,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0167,94.0377,94.0377,"y ~ Intercept","y ~ Intercept",9233.8759,124.3606,577,"2_blimp_complete"
"m4_sim_577","completed",NA,0,28.0351450443268,-0.4755,0.533,0.4278,0.4994,0.5674,0.2098,0.6141,0.8898,0.7614,1.0226,1.0226,"y_mar.intercept","y_mar.intercept",1.0003,1.0165,115.423,115.423,"y_mar ~ Intercept","y_mar ~ Intercept",9447.81,148.494,577,"4_blimp_lmc_noaux"
"m5_sim_577","completed",NA,0,92.1335389614105,-0.0071,0.4326,0.6373,0.3904,0.4755,0.4443,0.8374,1.0762,1.0014,1.0252,1.0252,"aux.intercept","aux.intercept",NA,NA,52.495,52.495,"aux ~ Intercept","aux ~ Intercept",445.9123,97.2521,577,"5_blimp_omc_aux"
"m6_sim_577","completed",NA,0,121.142303943634,0.043,0.4019,0.6074,0.3622,0.4429,0.3867,0.8239,1.1213,0.9775,1.037,1.0336,"aux.regressed on (standardized).y_mar","aux.intercept",1.0098,1.0258,66.4435,78.3539,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",484.0631,110.6871,577,"6_blimp_rescue"
"m2_sim_578","completed",NA,0,47.5684030056,0.0507,0.4129,0.55,0.3851,0.4406,0.3588,0.8335,1.0624,1.0063,1.0539,1.0539,"y.intercept","y.intercept",1.0001,1.0273,45.0531,45.8743,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9730.8733,45.8743,578,"2_blimp_complete"
"m4_sim_578","completed",NA,0,29.9655408859253,-0.4439,0.5361,0.4635,0.5021,0.5702,0.2542,0.6578,0.8439,0.7828,1.0134,1.0134,"y_mar.intercept","y_mar.intercept",0.9999,1.0062,146.4558,146.4558,"y_mar ~ Intercept","y_mar ~ Intercept",9524.3133,163.0407,578,"4_blimp_lmc_noaux"
"m5_sim_578","completed",NA,0,85.9085640907288,0.0316,0.4351,0.6315,0.3963,0.4755,0.4462,0.8291,1.0283,1.0217,1.0283,1.0283,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,64.7901,64.7901,"aux ~ Intercept","aux ~ Intercept",657.2192,91.3091,578,"5_blimp_omc_aux"
"m6_sim_578","completed",NA,0,120.544015169144,0.0208,0.4033,0.531,0.3653,0.4427,0.3244,0.7721,1.0365,0.9929,1.0253,1.0253,"y_mar.intercept","y_mar.intercept",1.0052,1.0183,36.8568,36.8568,"y_mar ~ Intercept","y_mar ~ Intercept",658.7841,86.2516,578,"6_blimp_rescue"
"m2_sim_579","completed",NA,0,47.0192759037018,0.0919,0.4072,0.6832,0.3786,0.4349,0.447,0.9334,1.1398,1.0051,1.0487,1.0487,"y.intercept","y.intercept",1.0002,1.0113,97.0516,97.0516,"y ~ x.mean[id2]","y ~ x.mean[id2]",9526.8374,97.0516,579,"2_blimp_complete"
"m4_sim_579","completed",NA,0,28.1087710857391,-0.4559,0.5466,0.4773,0.5104,0.5816,0.2999,0.6761,0.8697,0.8002,1.0204,1.0204,"y_mar.intercept","y_mar.intercept",1,1.0148,139.6934,139.6934,"y_mar ~ Intercept","y_mar ~ Intercept",8838.5451,157.4817,579,"4_blimp_lmc_noaux"
"m5_sim_579","completed",NA,0,94.4071428775787,0.0679,0.4525,0.7673,0.4085,0.497,0.5552,0.9838,1.1366,1.0829,1.0348,1.0348,"aux.intercept","aux.intercept",NA,NA,46.2835,46.2835,"aux ~ Intercept","aux ~ Intercept",465.4744,84.2555,579,"5_blimp_omc_aux"
"m6_sim_579","completed",NA,0,119.651402950287,0.1271,0.4091,0.7227,0.3687,0.4507,0.4621,0.9693,1.1976,1.0451,1.048,1.0468,"y_mar.r2: coefficients","aux.intercept",1.0252,1.0332,57.5359,63.5371,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",644.8866,63.5371,579,"6_blimp_rescue"
"m2_sim_580","completed",NA,0,47.2973120212555,0.0677,0.4073,0.4922,0.3788,0.4351,0.2963,0.6745,1.0698,0.999,1.0404,1.0404,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0404,116.5311,116.5311,"y ~ x.mean[id2]","y ~ x.mean[id2]",9090.1936,116.5311,580,"2_blimp_complete"
"m4_sim_580","completed",NA,0,27.0621500015259,-0.4711,0.5331,0.3308,0.4964,0.5691,0.1512,0.5008,0.887,0.7536,1.0168,1.0168,"y_mar.intercept","y_mar.intercept",1.0003,1.0094,183.0125,183.0125,"y_mar ~ Intercept","y_mar ~ Intercept",9417.2334,195.3245,580,"4_blimp_lmc_noaux"
"m5_sim_580","completed",NA,0,97.7599639892578,0.0435,0.4282,0.5526,0.3869,0.4718,0.3724,0.7415,1.0751,1.0201,1.0265,1.0265,"y_mar.intercept","y_mar.intercept",NA,NA,34.9492,34.9492,"y_mar ~ Intercept","y_mar ~ Intercept",706.777,116.3687,580,"5_blimp_omc_aux"
"m6_sim_580","completed",NA,0,120.668011903763,0.0582,0.3873,0.4873,0.3447,0.4286,0.2324,0.7234,1.0943,0.9842,1.0503,1.0466,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0064,1.0266,71.196,71.196,"aux ~ y_mar.mean[id2]","aux ~ y_mar.mean[id2]",562.166,87.0736,580,"6_blimp_rescue"
